Position,Team,per,ws,bpm,Year,CareerLen,Rank,Value,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,College,Target
SF,MEM,14.7,9.1,2.6,2006,4,6,313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duke,HOU
PG,POR,14.5,2.8,-1.0,2006,2,29,230.0,1,0,2,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,1,Maryland,DEN
SF,NOP,10.8,1.7,-2.0,2006,3,31,225.0,3,1,1,2,3,0,1,0,1,2,2,3,0,2,1,1,0,0,0,3,2,0,3,2,0,1,0,0,0,2,La Salle,NOP
SG,BRK,21.6,9.3,5.1,2006,7,31,325.0,3,1,4,1,4,0,0,7,2,3,3,3,4,1,0,2,2,0,1,1,5,2,3,2,2,2,0,0,0,3,UNC,BRK
C,CHI,12.2,5.4,-0.4,2006,4,13,461.0,1,0,1,0,1,0,0,3,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,NOP
SG,DAL,6.8,0.1,-1.0,2006,13,2,463.0,2,1,1,0,2,0,1,0,1,1,0,2,3,1,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,Pepperdine,LAC
PG,NOP,16.1,3.0,0.1,2006,4,31,225.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,Hofstra,ATL
PF,OKC,14.0,2.3,-3.2,2006,1,31,0.0,1,0,1,0,2,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Kansas,OKC
PF,IND,15.2,4.1,2.1,2006,8,14,340.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,Providence,DAL
SG,DAL,14.9,4.2,0.5,2006,2,2,463.0,3,0,2,0,2,0,2,0,1,3,2,1,1,1,0,0,2,0,0,4,1,3,1,2,2,1,0,0,0,0,Auburn,IND
SF,MIN,10.4,0.3,-3.8,2006,2,24,308.0,1,0,2,1,1,0,1,2,2,3,1,1,1,2,0,0,2,0,0,0,1,1,1,0,2,2,0,0,0,0,LSU,DET
PF,OKC,15.0,1.5,-2.9,2006,3,31,0.0,1,0,0,0,2,0,0,2,1,0,1,2,0,0,0,2,1,0,1,0,2,3,1,3,0,2,0,0,0,0,Iowa,DEN
PG,CHO,14.2,2.6,-0.6,2006,0,31,277.0,3,0,2,1,1,0,0,5,0,1,1,0,0,2,0,1,3,0,1,1,3,0,1,1,2,0,0,0,0,0,UNC,CHO
PG,GSW,14.8,5.8,0.4,2006,9,21,267.0,2,1,0,2,3,0,0,2,1,2,2,1,1,2,0,1,3,0,1,2,2,2,3,2,2,1,1,0,0,3,Little Rock,UTA
PG,MIL,13.1,2.5,-1.2,2006,1,16,260.0,3,0,3,0,3,0,2,2,1,2,3,0,2,1,1,0,0,0,1,4,4,0,1,1,3,2,1,0,0,1,Texas,TOR
PF,ATL,16.0,3.8,-1.3,2006,7,26,275.0,3,0,1,0,1,0,0,1,2,1,1,0,1,2,0,1,0,0,0,3,2,1,2,0,2,0,0,0,0,1,0,GSW
SG,DEN,4.2,-0.2,-11.7,2006,0,10,309.0,3,1,0,0,2,0,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2,1,0,0,0,0,0,NC State,MIL
PF,UTA,10.3,0.2,-4.5,2006,1,15,297.0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,0,Minnesota,TOR
SG,IND,13.6,4.4,-0.1,2006,5,14,340.0,2,0,1,1,1,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,0,0,0,Butler County Community College,GSW
PG,TOR,19.8,7.6,1.8,2006,4,25,315.0,3,2,2,2,2,0,1,2,2,2,0,2,3,0,1,1,1,0,0,1,3,4,0,0,2,1,1,0,0,1,Lamar University,MIN
PG,CHO,17.3,4.9,1.4,2006,8,31,277.0,2,0,0,0,1,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,Stanford,CHO
PF,CHO,15.3,0.4,-2.6,2006,0,31,277.0,1,0,3,0,2,0,2,3,1,1,1,1,3,2,0,0,1,0,1,0,2,2,1,0,2,0,0,0,0,1,UNC,CHO
C,SAS,15.0,4.5,-2.0,2006,7,1,390.0,3,0,2,2,2,0,1,1,2,1,1,2,0,1,0,1,2,0,0,0,0,2,0,1,0,3,1,0,0,1,Kentucky,DET
PF,CHO,14.9,1.0,-2.1,2006,1,31,277.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,UConn,CHO
PG,CHI,9.9,-0.1,-2.4,2006,3,13,461.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,NOP
PG,NOP,22.1,10.4,5.2,2006,0,31,225.0,2,1,3,3,2,0,1,0,0,3,3,2,1,2,0,1,1,0,1,1,3,3,3,1,1,1,0,0,0,1,Wake Forest,NOP
PF,DAL,9.2,0.7,-3.6,2006,0,2,463.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,NC State,GSW
C,POR,12.2,2.0,-1.6,2006,10,29,230.0,6,2,4,4,4,0,1,6,2,5,3,3,6,0,1,2,5,0,2,5,4,4,3,5,2,3,1,0,0,5,Wyoming,BOS
PF,BRK,9.6,2.8,-1.9,2006,16,31,325.0,2,0,2,0,1,0,0,1,1,0,0,1,2,1,1,1,3,0,1,0,1,1,0,0,1,2,0,0,0,0,UConn,BRK
SG,NOP,12.7,1.2,-1.0,2006,1,31,225.0,3,0,2,1,3,0,1,1,0,3,2,3,2,2,0,0,1,0,1,1,5,2,2,2,1,1,0,0,0,2,0,DEN
PF,MIL,16.1,2.3,-2.0,2006,10,16,260.0,6,2,4,3,5,0,1,6,3,3,3,4,7,4,1,2,4,0,6,4,6,0,3,5,2,6,1,0,0,5,Maryland,PHI
SF,MIN,18.1,4.6,1.9,2006,6,24,308.0,1,0,2,1,2,0,0,1,1,1,0,2,0,0,0,0,1,0,3,0,2,0,1,0,2,0,0,0,0,2,Miami University,BOS
PG,POR,13.0,0.6,-2.8,2006,1,29,230.0,2,1,4,0,3,0,1,1,2,0,1,0,1,0,0,0,1,0,0,2,1,1,3,2,1,0,0,0,0,2,0,BOS
SG,LAL,-1.6,-0.3,-14.0,2006,0,9,568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Florida State,LAC
C,DET,17.5,10.1,3.5,2006,9,0,429.0,3,1,2,1,2,0,0,4,1,3,2,1,1,0,0,1,3,0,1,2,2,2,1,0,2,0,0,0,0,2,Virginia Union University,CHI
PG,DEN,12.8,1.6,-0.1,2006,4,10,309.0,1,0,1,1,2,0,1,1,1,1,0,0,1,1,0,0,1,0,4,2,0,3,2,1,1,1,1,0,0,2,UCLA,OKC
PG,OKC,17.3,1.1,0.8,2006,4,31,0.0,1,0,1,1,2,0,1,1,1,1,0,0,1,1,0,0,1,0,4,2,0,3,2,1,1,1,1,0,0,2,UCLA,OKC
PF,PHI,18.4,4.4,-0.1,2006,12,18,375.0,3,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Michigan,DET
SG,SAC,16.6,3.4,0.4,2006,7,11,379.0,1,0,1,0,0,0,1,1,0,2,1,0,1,1,0,0,1,0,0,1,1,2,0,0,1,1,0,0,0,0,Ball State University,HOU
SF,OKC,13.1,1.7,-1.6,2006,1,31,0.0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,"NC State, Georgia",OKC
PF,POR,18.7,5.4,0.9,2005,8,25,227.0,3,0,2,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,0,0,2,California,SAC
PF,MIA,13.6,0.6,-1.6,2005,3,1,362.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,Villanova,CHI
PF,CHO,14.8,0.5,-2.0,2005,3,31,300.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,Villanova,CHI
SG,OKC,20.9,10.7,4.1,2005,8,31,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,UConn,OKC
SF,NYK,13.3,2.1,-0.6,2005,0,22,543.0,0,0,2,0,1,0,0,2,2,2,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,2,UCLA,ORL
PG,WAS,8.4,0.3,-4.0,2005,1,12,318.0,0,1,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,Maryland,POR
SF,LAL,15.8,5.3,-0.7,2005,2,21,529.0,3,0,2,2,3,0,1,2,3,5,2,2,4,2,0,1,4,0,0,3,3,1,3,1,2,3,0,0,0,3,UConn,WAS
SF,MIA,10.3,1.7,-1.5,2005,2,1,362.0,4,2,1,1,1,0,1,0,1,0,1,2,0,1,0,0,1,0,0,2,2,1,2,1,0,0,0,0,0,3,La Salle,NOP
SG,TOR,17.0,0.9,2.4,2005,6,23,278.0,4,2,4,0,3,0,1,6,3,4,0,2,2,2,0,0,3,0,0,1,3,0,3,2,2,1,0,0,0,2,UNC,BRK
SF,BRK,24.5,8.5,7.0,2005,6,31,271.0,4,2,4,0,3,0,1,6,3,4,0,2,2,2,0,0,3,0,0,1,3,0,3,2,2,1,0,0,0,2,UNC,BRK
SG,SAC,11.0,1.0,-0.6,2005,12,7,345.0,3,1,1,0,1,0,1,3,1,1,0,2,2,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,Pepperdine,DAL
SG,ORL,7.9,0.0,-2.6,2005,12,19,247.0,3,1,1,0,1,0,1,3,1,1,0,2,2,2,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,Pepperdine,DAL
PG,GSW,16.4,3.5,0.3,2005,3,20,243.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Hofstra,NOP
PG,NOP,13.4,0.2,-0.4,2005,3,31,225.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Hofstra,NOP
PG,OKC,9.1,0.0,-4.1,2005,4,31,0.0,5,2,3,3,4,0,2,4,2,4,2,2,2,2,0,1,5,0,1,2,1,2,2,0,2,3,1,0,0,3,Michigan State,OKC
C,OKC,15.0,3.9,-1.7,2005,0,31,0.0,1,0,1,0,1,0,1,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Kansas,OKC
C,CHI,16.3,4.3,-0.6,2005,3,9,409.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NYK
PG,NOP,21.4,1.7,5.4,2005,5,31,225.0,4,2,2,2,4,0,2,5,4,4,2,3,3,3,0,1,5,0,2,3,3,1,2,3,2,4,0,0,0,5,UCLA,GSW
SG,ATL,10.0,0.1,-3.5,2005,1,29,262.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHO
C,CLE,6.3,0.0,-5.2,2005,3,17,356.0,1,0,1,2,0,0,0,4,1,0,0,0,2,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,DAL
SF,DET,11.8,1.0,-1.8,2005,1,4,402.0,1,0,2,1,2,0,0,2,2,3,1,1,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,LSU,MIN
PF,OKC,13.0,3.8,-1.1,2005,2,31,0.0,2,1,0,0,1,0,1,2,2,1,0,1,0,0,0,0,2,0,0,0,2,1,1,2,0,1,0,0,0,0,Iowa,DEN
SG,DAL,14.3,5.5,0.2,2005,9,3,403.0,2,0,0,1,1,0,0,0,3,2,0,1,4,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,Wisconsin,SAS
C,LAL,10.0,1.6,-3.8,2005,10,21,529.0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,Xavier,PHO
SF,HOU,10.5,1.5,0.1,2005,12,6,422.0,1,1,0,0,1,0,0,2,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,Ohio State,LAL
SF,PHO,11.4,1.6,-1.2,2005,12,0,395.0,1,1,0,0,1,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,Ohio State,LAL
PG,MIL,16.0,2.0,1.1,2005,3,24,231.0,3,1,2,2,3,0,0,2,4,4,2,1,2,0,0,1,2,0,0,1,2,0,0,0,1,2,1,0,0,2,Lamar University,TOR
PG,HOU,17.4,2.2,2.7,2005,3,6,422.0,3,1,2,2,3,0,0,2,4,4,2,1,2,0,0,1,2,0,0,1,2,0,0,0,1,2,1,0,0,2,Lamar University,TOR
SF,PHO,15.1,7.6,0.9,2005,3,0,395.0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Arkansas,ATL
PG,MIA,15.5,8.7,3.0,2005,6,1,362.0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Houston,CLE
PG,CHO,18.0,4.5,1.8,2005,7,31,300.0,2,0,0,0,1,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Stanford,CHO
PF,TOR,19.9,6.0,4.8,2005,10,23,278.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,UConn,CLE
C,NYK,17.0,3.8,-0.9,2005,6,22,543.0,0,1,2,2,3,0,1,1,3,0,0,2,4,1,0,0,2,0,0,0,0,0,0,2,1,3,0,0,0,1,Kentucky,SAS
PF,CHO,16.3,4.0,-2.0,2005,0,31,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UConn,CHO
C,MIL,14.4,2.9,-1.3,2005,1,24,231.0,1,0,1,1,0,0,0,3,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,2,0,ATL
SF,WAS,11.5,0.4,-1.9,2005,2,12,318.0,1,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Maryland,LAL
SG,PHO,13.6,5.8,0.5,2005,4,0,395.0,4,2,4,3,2,0,1,4,4,5,1,2,1,2,0,0,0,0,1,1,3,2,2,1,2,2,1,0,0,0,DePaul,NYK
C,GSW,11.0,1.1,-0.4,2005,15,20,243.0,2,2,0,0,1,0,1,2,2,2,0,1,0,2,0,0,2,0,1,0,1,1,0,0,1,3,0,0,0,1,UConn,BRK
PF,BRK,9.0,0.7,-2.9,2005,15,31,271.0,2,2,0,0,1,0,1,2,2,2,0,1,0,2,0,0,2,0,1,0,1,1,0,0,1,3,0,0,0,1,UConn,BRK
PF,BRK,11.0,1.4,-1.8,2005,3,31,271.0,1,1,0,1,3,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,USC,BOS
SF,LAC,16.1,6.8,0.7,2005,3,18,248.0,2,1,2,3,2,0,1,1,0,2,1,1,1,3,0,1,3,0,0,1,2,3,1,2,3,0,1,0,0,3,DePaul,MIL
SG,NOP,10.9,0.2,-2.9,2005,0,31,225.0,4,0,2,1,2,0,1,0,0,2,1,2,1,2,0,0,2,0,0,1,4,1,1,2,2,1,1,0,0,3,0,NOP
SF,MIN,17.1,7.3,0.7,2005,5,14,303.0,1,0,2,1,1,0,0,1,1,3,0,2,0,0,0,0,1,0,3,0,1,0,1,0,2,0,0,0,0,2,Miami University,BOS
SG,POR,12.5,1.6,-1.0,2005,11,25,227.0,2,1,2,0,3,0,1,5,1,2,1,1,2,0,0,0,2,0,0,1,0,2,2,1,1,2,0,0,0,1,"Trinity Valley Community College, Cincinnati",SAS
PF,ATL,15.5,0.2,-0.3,2005,8,29,262.0,3,2,4,2,3,0,1,3,4,4,1,2,4,2,0,0,4,0,0,2,2,0,2,0,1,1,0,0,0,2,Kentucky,MIA
PF,BOS,15.4,0.7,-0.7,2005,8,10,353.0,3,2,4,2,0,0,1,3,4,4,1,2,4,2,0,0,4,0,0,2,2,0,2,0,1,1,0,0,0,2,Kentucky,MIA
PG,MEM,13.1,2.3,-0.7,2005,3,11,294.0,2,0,1,1,2,0,0,1,1,2,0,0,1,1,0,0,1,0,2,2,3,3,1,1,1,1,1,0,0,0,UCLA,OKC
PF,SAC,20.9,3.5,2.5,2005,11,7,345.0,4,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,Michigan,PHI
SG,MEM,15.9,3.1,0.6,2005,6,11,294.0,2,1,1,0,1,0,1,1,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,Ball State University,SAC
SF,OKC,13.4,1.0,0.0,2005,0,31,0.0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,"NC State, Georgia",OKC
PF,ATL,21.2,6.6,2.3,2004,7,24,0.0,2,2,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,2,California,POR
PF,MIA,10.5,0.7,-3.8,2004,2,11,0.0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Villanova,CHO
SG,OKC,21.7,6.9,4.0,2004,7,31,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UConn,OKC
PG,IND,11.1,1.5,-1.7,2004,12,0,0.0,3,2,3,1,2,0,2,1,3,2,2,1,0,1,1,2,2,0,1,0,1,2,0,2,2,3,1,0,0,1,Georgia Tech,LAC
SG,OKC,18.3,5.7,3.2,2004,8,31,0.0,1,2,2,1,0,0,1,1,0,1,1,0,0,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,1,Oregon State,SAS
PF,DEN,9.9,0.8,-0.3,2004,4,10,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Iowa,HOU
SF,MIA,10.7,2.1,-2.9,2004,1,11,0.0,2,2,1,3,2,0,3,2,3,0,4,2,2,2,2,1,2,0,1,4,2,0,1,2,1,3,0,0,0,3,UConn,LAL
PF,GSW,19.4,7.2,3.2,2004,3,17,0.0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Purdue,MEM
SG,TOR,20.0,6.0,3.6,2004,5,22,0.0,2,3,6,1,2,0,2,3,4,5,0,0,1,1,2,1,2,0,0,1,2,2,1,1,2,2,0,0,0,1,UNC,BRK
SG,SAC,14.0,5.7,0.8,2004,11,4,0.0,1,0,2,1,0,0,3,2,1,2,2,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,Pepperdine,ORL
PG,GSW,17.3,4.2,1.1,2004,2,17,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,Hofstra,NOP
PG,CLE,6.8,0.0,-5.2,2004,3,20,0.0,3,2,3,5,2,0,3,3,4,3,4,2,1,3,2,3,3,0,2,2,1,3,1,2,0,2,1,0,0,2,Michigan State,OKC
C,PHI,11.6,0.8,-2.1,2004,13,21,0.0,2,1,2,1,1,0,3,2,1,2,3,0,0,3,1,1,1,0,1,2,2,0,0,1,2,3,1,0,0,0,Syracuse,DET
SG,CHI,15.9,4.1,1.4,2004,3,27,0.0,3,1,2,0,2,0,0,4,3,4,5,1,0,4,2,2,2,0,2,2,1,3,2,2,3,3,1,0,0,2,Michigan,NYK
PG,NOP,20.7,7.5,5.2,2004,4,31,216.0,2,3,3,2,2,0,2,4,4,4,5,2,2,2,1,2,4,0,2,4,2,1,1,3,2,4,1,0,0,5,UCLA,GSW
SF,CHI,9.7,0.5,-4.3,2004,0,27,0.0,1,0,1,0,1,0,2,3,1,1,3,0,0,1,1,0,2,0,1,0,0,1,0,0,2,1,0,0,0,1,LSU,DET
PF,OKC,9.9,1.7,-3.9,2004,1,31,0.0,0,1,0,2,0,0,0,1,2,1,1,0,0,0,0,1,2,0,1,0,1,1,0,0,1,2,0,0,0,0,Iowa,OKC
SG,LAL,11.5,2.4,-0.8,2004,7,3,0.0,1,0,2,1,2,0,0,1,2,4,4,0,0,0,0,1,2,0,1,1,2,1,2,2,1,1,1,0,0,1,Little Rock,GSW
PF,ORL,15.6,1.9,-2.5,2004,1,28,0.0,0,0,0,2,1,0,0,2,1,2,2,0,0,1,0,2,2,0,2,2,1,2,0,2,1,1,1,0,0,2,Kansas,CLE
C,MIA,12.1,4.9,-2.0,2004,9,11,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Xavier,LAL
SG,PHO,13.2,1.3,-0.7,2004,10,23,0.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Memphis,NYK
PF,IND,14.9,5.9,-0.7,2004,5,0,0.0,1,0,0,1,0,0,1,1,1,2,0,0,1,2,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,1,0,ATL
SF,HOU,12.2,6.6,0.6,2004,11,9,0.0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,2,1,0,0,0,0,Ohio State,PHO
SF,ATL,16.1,4.4,0.1,2004,3,24,0.0,1,0,1,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,Butler County Community College,IND
PG,BOS,14.4,3.8,0.3,2004,2,19,0.0,3,0,2,2,0,0,1,3,4,3,4,2,1,0,0,0,1,0,1,2,2,3,0,0,1,1,1,0,0,2,Lamar University,HOU
PG,DET,14.3,1.4,0.0,2004,2,5,0.0,3,0,2,2,0,0,1,3,4,3,4,2,1,0,0,0,1,0,1,2,2,3,0,0,1,0,1,0,0,2,Lamar University,HOU
PG,MIL,14.2,3.9,0.0,2004,5,13,0.0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Houston,MIA
PG,PHO,11.7,0.0,7.0,2004,6,23,0.0,2,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Stanford,CHO
PG,WAS,12.2,0.6,-1.2,2004,6,26,0.0,2,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Stanford,CHO
PG,MIL,15.8,1.1,0.7,2004,6,13,0.0,2,0,1,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,Stanford,CHO
PF,WAS,14.5,2.3,0.5,2004,11,26,0.0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,Duke,MIA
PG,PHO,19.9,3.5,3.0,2004,7,23,0.0,2,1,3,3,1,0,3,3,3,4,4,1,0,2,1,0,0,0,1,4,2,3,1,2,2,2,0,0,0,4,Georgia Tech,NYK
PF,CHI,13.8,0.7,-0.5,2004,9,27,0.0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,UConn,TOR
PF,BRK,18.7,6.7,1.9,2004,3,31,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,1,0,1,0,1,0,0,0,0,Cincinnati,DEN
C,ATL,14.8,1.7,-2.8,2004,5,24,0.0,1,1,1,4,1,0,0,2,3,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,Kentucky,SAS
C,NYK,18.1,2.0,0.5,2004,5,16,0.0,0,1,1,4,1,0,0,2,3,1,0,1,2,1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,Kentucky,SAS
PF,MIA,18.5,8.4,2.9,2004,4,11,0.0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,Rhode Island,LAL
PF,DET,18.3,5.9,1.5,2004,1,5,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,UTA
C,ORL,10.8,0.3,-5.8,2004,0,28,0.0,0,1,1,2,0,0,0,1,1,1,2,1,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,2,0,MIL
PG,LAL,1.6,-0.2,-10.3,2004,1,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,CHI
PG,TOR,5.6,-0.2,-6.4,2004,1,22,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arkansas,CHI
C,ATL,12.9,2.3,-0.8,2004,8,24,0.0,3,3,5,5,2,0,3,4,6,7,3,1,2,2,1,3,4,0,2,5,2,2,2,0,2,2,1,0,0,4,Wyoming,POR
SG,LAC,15.1,2.4,-0.8,2004,3,25,0.0,3,1,3,4,1,0,2,3,0,6,3,0,0,2,1,1,4,0,2,3,2,2,1,1,2,3,1,0,0,0,DePaul,PHO
PF,GSW,10.8,2.0,-1.1,2004,14,17,0.0,1,2,0,1,0,0,2,1,1,2,2,1,0,2,1,2,2,0,0,1,1,1,0,0,2,3,0,0,0,1,UConn,BRK
SF,PHI,15.0,1.6,-1.5,2004,9,21,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Michigan,SAS
SF,LAL,11.6,2.2,-0.2,2004,10,3,0.0,1,0,0,0,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,1,Cal State Long Beach,DEN
PF,BRK,9.5,1.7,-2.6,2004,2,31,0.0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,USC,BRK
SG,BRK,7.8,0.0,-5.1,2004,1,31,0.0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,3,Marshall,CHO
SG,NOP,11.8,1.9,-2.0,2004,12,31,216.0,3,1,4,1,0,0,3,2,4,4,4,1,0,4,1,2,1,0,2,3,0,2,1,1,1,2,1,0,0,0,Michigan State,MIA
