player,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,year,career_len,rank,value,affinity,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS,college,twitter_id,left,target
Greg Smith,PF,24,DAL,42,363,10.2,0.605,0.0,0.7959999999999999,7.8,16.1,11.9,3.4,1.0,2.5,14.3,9.5,0.5,0.3,0.8,0.108,-3.1,0.5,-2.6,-0.1,2015,3,9,1150.0,True,2,2,4,3,3,1,5,0,7,3,5,2,0,5,4,2,3,2,2,2,2,0,2,0,5,2,5,4,2,1,Fresno State,140297721,True,MIN
Ish Smith,PG,26,OKC,30,155,9.0,0.378,0.111,0.2,3.5,15.0,9.3,25.6,1.3,0.5,15.5,16.1,-0.1,0.1,0.0,0.014,-3.1,-0.1,-3.1,0.0,2015,4,13,930.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wake Forest,0,True,PHI
Ish Smith,PG,26,PHI,25,677,13.0,0.439,0.171,0.149,1.5,10.6,5.8,44.1,2.4,0.6,16.7,26.5,-0.8,0.6,-0.1,-0.01,-1.3,-1.1,-2.4,-0.1,2015,4,27,700.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wake Forest,0,False,
J.R. Smith,SG,29,NYK,24,619,11.5,0.487,0.359,0.155,0.7,10.4,5.4,23.3,1.5,0.5,14.4,23.3,-0.2,0.1,-0.1,-0.008,-0.9,-1.9,-2.8,-0.1,2015,10,28,2500.0,True,0,2,2,3,3,2,6,3,7,2,4,2,1,2,5,4,3,4,0,2,4,4,0,1,8,3,2,2,1,6,0,349719397,True,CLE
J.R. Smith,SG,29,CLE,46,1461,14.5,0.565,0.667,0.065,2.1,10.4,6.3,12.3,2.3,1.0,9.1,17.6,2.4,1.3,3.8,0.124,1.4,0.8,2.2,1.6,2015,10,6,915.0,True,0,2,2,3,3,2,6,3,7,2,4,2,1,2,5,4,3,4,0,2,4,4,0,1,0,3,2,2,1,6,0,349719397,False,
Jason Smith,C,28,NYK,82,1785,12.0,0.4970000000000001,0.071,0.258,6.2,15.0,10.5,13.5,0.9,2.1,13.6,19.7,0.5,0.7,1.2,0.032,-2.4,-1.4,-3.8,-0.8,2015,6,28,2500.0,True,0,1,1,0,0,1,3,2,3,0,2,0,1,3,0,4,1,2,1,1,0,0,7,1,2,0,0,0,7,0,Colorado State,1110153360,True,ORL
Josh Smith,PF,29,DET,28,896,14.3,0.417,0.095,0.284,6.1,18.9,12.3,24.7,2.1,4.2,14.1,25.3,-1.1,1.3,0.2,0.012,-0.7,2.2,1.5,0.8,2015,10,22,810.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,HOU
Josh Smith,PF,29,HOU,55,1404,15.2,0.5,0.32,0.242,7.9,17.9,12.9,17.8,1.8,3.8,16.9,24.5,-0.1,2.2,2.1,0.071,-0.5,0.7,0.2,0.8,2015,10,2,1250.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
Russ Smith,PG,23,NOP,6,29,-16.6,0.25,0.6,0.0,0.0,11.7,5.9,9.6,0.0,0.0,41.2,26.7,-0.3,0.0,-0.3,-0.477,-18.9,-6.3,-25.2,-0.2,2015,0,12,650.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louisville,0,True,MEM
Russ Smith,PG,23,MEM,6,36,22.7,0.603,0.333,0.867,3.2,6.3,4.8,27.3,4.3,0.0,19.4,32.8,0.1,0.1,0.2,0.214,1.5,2.9,4.4,0.1,2015,0,4,750.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Louisville,0,False,
Tony Snell,SF,23,CHI,72,1412,10.2,0.55,0.531,0.14800000000000002,2.5,10.9,6.8,6.8,1.2,0.6,10.8,14.1,1.2,1.2,2.4,0.08199999999999999,-1.3,-0.1,-1.4,0.2,2015,1,8,2000.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New Mexico,0,False,
Marreese Speights,C,27,GSW,76,1207,19.5,0.546,0.028,0.276,10.1,18.7,14.5,9.9,0.8,2.1,10.2,29.1,2.2,1.8,4.0,0.158,-0.9,-1.1,-1.9,0.0,2015,6,0,1300.0,True,1,0,0,2,3,1,3,3,2,2,1,3,0,2,3,2,2,3,1,0,3,2,4,3,3,1,1,0,4,6,Florida,231550159,False,
Tiago Splitter,C,30,SAS,52,1030,18.9,0.601,0.0,0.396,10.2,17.4,13.9,11.8,1.7,2.7,14.4,18.4,2.3,1.7,4.0,0.189,0.8,1.5,2.3,1.1,2015,4,5,1000.0,True,2,5,5,2,3,2,4,3,6,6,2,0,0,5,3,2,2,3,4,4,5,4,5,7,4,4,2,1,2,5,0,119135103,True,ATL
Nik Stauskas,SG,21,SAC,73,1127,7.5,0.4920000000000001,0.503,0.21600000000000005,1.1,7.5,4.4,9.0,0.9,1.2,11.0,14.2,0.3,0.2,0.5,0.021,-2.4,-1.0,-3.3,-0.4,2015,0,24,800.0,True,0,0,3,1,2,2,1,1,5,3,1,3,1,1,0,0,0,3,1,0,1,1,3,0,3,0,4,1,1,1,Michigan,348257918,True,PHI
Lance Stephenson,SG,24,CHO,61,1573,8.8,0.419,0.191,0.2,2.7,17.1,9.7,25.4,1.2,0.4,17.6,21.1,-2.7,1.8,-0.9,-0.026,-4.3,-0.1,-4.5,-1.0,2015,4,21,725.0,True,2,0,2,0,0,1,0,0,4,2,1,0,0,0,2,2,1,2,0,4,0,0,1,1,4,0,1,0,2,0,Cincinnati,372618047,True,MEM
Greg Stiemsma,C,29,TOR,17,66,7.8,0.7170000000000001,0.0,0.5,15.7,10.5,13.1,6.6,1.6,0.0,41.8,11.5,0.0,0.0,0.1,0.05,-5.0,-0.9,-6.0,-0.1,2015,3,10,920.0,True,3,0,0,0,1,1,0,4,2,0,0,0,0,2,1,1,0,2,0,0,0,0,1,0,1,0,2,0,3,1,Wisconsin,23260598,True,Retire
David Stockton,PG,23,SAC,3,33,10.8,0.463,0.333,1.0,0.0,6.6,3.4,39.1,3.1,0.0,31.6,16.9,0.0,0.0,0.0,-0.014,-2.2,-1.7,-3.9,0.0,2015,0,24,800.0,True,0,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1,0,0,0,Gonzaga,326658126,True,Retire
Jarnell Stokes,PF,21,MEM,19,126,18.6,0.578,0.0,0.757,14.6,16.3,15.4,5.2,2.1,3.3,12.4,20.5,0.3,0.2,0.5,0.18600000000000005,-1.3,0.1,-1.1,0.0,2015,0,4,750.0,True,1,0,1,2,0,1,0,0,1,3,1,1,1,0,1,0,1,1,0,0,4,0,3,0,0,1,2,0,2,0,Tennessee,195985229,True,MIA
Amar'e Stoudemire,PF,32,NYK,36,865,19.5,0.589,0.01,0.408,10.8,22.3,16.4,8.1,1.2,3.3,14.7,22.9,1.5,0.7,2.2,0.12,0.3,-0.9,-0.6,0.3,2015,12,28,2500.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25100180,True,MIA
Amar'e Stoudemire,PF,32,DAL,23,380,22.3,0.605,0.006,0.33,7.8,16.5,12.1,3.9,1.2,0.9,6.8,25.8,1.1,0.3,1.4,0.181,2.7,-0.8,1.9,0.4,2015,12,9,1150.0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25100180,True,MIA
Rodney Stuckey,PG,28,IND,71,1874,15.4,0.528,0.187,0.28600000000000003,2.1,12.4,7.3,20.2,1.5,0.4,12.2,23.4,1.9,2.2,4.0,0.103,0.1,0.2,0.3,1.1,2015,7,18,830.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eastern Washington,0,False,
Jared Sullinger,PF,22,BOS,58,1566,17.9,0.503,0.26,0.182,10.1,20.9,15.4,14.2,1.4,2.1,9.3,23.6,1.9,2.1,4.0,0.123,1.3,-0.2,1.1,1.2,2015,2,15,1700.0,True,4,1,5,0,0,1,2,3,4,2,3,1,2,3,3,5,5,4,2,2,2,3,3,1,6,5,3,3,3,4,Ohio State,119504238,False,
Jeff Taylor,SF,25,CHO,29,430,8.2,0.481,0.316,0.36,3.5,10.3,6.8,8.2,1.4,0.2,12.6,16.0,-0.1,0.4,0.3,0.034,-4.2,-0.6,-4.9,-0.3,2015,3,21,725.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas Tech,0,True,Retire
Jeff Teague,PG,26,ATL,73,2228,20.6,0.5660000000000001,0.233,0.36,1.6,7.7,4.7,37.9,2.9,1.2,16.6,25.3,5.0,2.8,7.7,0.166,2.7,0.3,2.9,2.8,2015,5,1,825.0,True,0,0,0,0,0,1,0,2,2,0,2,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,2,1,0,Wake Forest,270044966,False,
Mirza Teletović,PF,29,BRK,40,892,10.7,0.5,0.605,0.14400000000000002,3.4,20.9,12.2,8.1,0.8,1.4,13.5,20.1,-0.3,0.8,0.5,0.026,-1.0,-0.6,-1.7,0.1,2015,2,17,1500.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,PHO
Sebastian Telfair,PG,29,OKC,16,327,11.4,0.479,0.48,0.272,0.7,9.0,4.9,20.8,1.5,0.0,11.4,20.8,0.2,0.2,0.4,0.063,-1.0,-0.4,-1.4,0.1,2015,9,13,930.0,True,8,5,4,5,3,2,8,2,5,6,4,4,2,4,10,6,3,0,6,1,7,4,3,3,4,2,5,2,6,4,0,419230491,True,Retire
Garrett Temple,SG,28,WAS,52,735,10.9,0.534,0.518,0.282,3.8,9.9,6.9,11.0,2.9,1.0,15.1,13.9,0.4,1.1,1.5,0.1,-2.0,2.6,0.6,0.5,2015,4,11,900.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSU,0,False,
Jason Terry,SG,37,HOU,77,1641,11.4,0.579,0.7240000000000001,0.108,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,2.0,1.5,3.6,0.104,-0.1,0.6,0.5,1.0,2015,15,2,1250.0,True,0,0,3,3,2,1,0,4,5,1,1,1,0,1,5,4,2,3,2,2,2,2,0,0,3,2,3,1,2,4,Arizona,30465594,False,
Isaiah Thomas,PG,25,PHO,46,1181,19.7,0.579,0.404,0.412,2.4,7.8,5.1,23.6,1.9,0.3,12.8,25.8,3.2,0.7,4.0,0.162,3.2,-0.8,2.5,1.4,2015,3,16,910.0,True,4,2,5,4,6,1,6,4,9,2,5,2,2,5,10,4,0,7,2,2,2,3,3,5,5,6,1,2,6,4,Washington,72475439,True,BOS
Isaiah Thomas,PG,25,BOS,21,545,22.3,0.579,0.488,0.481,1.4,7.5,4.4,35.2,1.1,0.0,13.5,32.1,1.8,0.3,2.1,0.185,6.0,-1.3,4.6,0.9,2015,3,15,1700.0,True,4,2,5,4,0,1,6,4,9,2,5,2,2,5,10,4,0,7,2,2,2,3,3,5,5,6,1,2,6,4,Washington,72475439,False,
Lance Thomas,SF,26,OKC,22,450,6.6,0.402,0.008,0.262,6.8,11.0,8.9,6.3,1.2,0.0,10.8,15.1,-0.2,0.3,0.0,0.005,-4.0,-0.7,-4.7,-0.3,2015,3,13,930.0,True,2,1,2,4,3,3,2,3,2,3,0,1,2,4,1,1,0,0,0,0,0,0,4,0,5,1,1,0,1,2,Duke,807773480821395456,True,NYK
Lance Thomas,PF,26,NYK,40,1040,8.6,0.478,0.066,0.209,4.0,9.5,6.7,7.9,1.3,0.6,14.2,17.8,-0.6,0.2,-0.5,-0.022,-3.8,-2.1,-5.9,-1.0,2015,3,28,2500.0,True,0,1,2,4,3,3,2,3,2,3,0,1,2,4,1,1,0,0,0,0,0,0,4,0,5,1,1,0,1,2,Duke,807773480821395456,False,
Malcolm Thomas,PF,26,PHI,17,194,8.2,0.4920000000000001,0.175,0.325,8.5,23.5,15.6,6.0,0.8,0.4,22.1,13.2,-0.1,0.2,0.1,0.023,-5.3,-1.7,-7.0,-0.2,2015,3,27,700.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pepperdine, San Diego State",0,True,Retire
Tyrus Thomas,PF,28,MEM,2,7,31.4,1.064,0.0,2.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,12.3,0.1,0.0,0.1,0.477,11.2,7.3,18.5,0.0,2015,7,4,750.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LSU,0,True,Retire
Hollis Thompson,SG,23,PHI,71,1776,10.9,0.5379999999999999,0.529,0.16399999999999998,3.1,9.3,6.0,8.4,1.6,1.2,10.2,15.9,1.3,1.3,2.6,0.07,-1.6,-0.3,-1.8,0.1,2015,1,27,700.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Georgetown,0,False,
Jason Thompson,PF,28,SAC,81,1991,10.2,0.5,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,0.9,1.5,2.4,0.057,-2.6,-0.2,-2.8,-0.4,2015,6,24,800.0,True,3,0,10,2,1,0,0,1,2,2,6,2,1,0,0,0,0,3,0,0,3,1,0,1,2,1,0,2,2,1,Rider University,17551272,True,TOR
Klay Thompson,SG,24,GSW,77,2455,20.8,0.591,0.42,0.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,5.7,3.1,8.8,0.172,4.5,-0.1,4.4,4.0,2015,3,0,1300.0,True,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,0,1,1,1,2,1,1,2,1,1,0,0,0,0,Washington State,1703636814,False,
Tristan Thompson,PF,23,CLE,82,2194,15.6,0.58,0.0,0.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14.0,4.7,2.1,6.8,0.14800000000000002,0.1,-1.4,-1.2,0.4,2015,3,6,915.0,True,0,2,1,0,4,1,1,2,5,0,1,0,1,2,3,1,2,5,2,2,0,3,2,2,0,2,3,1,0,0,Texas,66816759,False,
Marcus Thornton,SG,27,BOS,39,640,15.8,0.531,0.407,0.16699999999999998,3.2,9.4,6.2,8.8,1.6,0.8,6.3,23.9,0.8,0.6,1.4,0.104,2.5,-0.5,2.0,0.7,2015,5,15,1700.0,True,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,LSU,134555108,True,WAS
Marcus Thornton,SG,27,PHO,9,81,8.3,0.379,0.475,0.125,5.4,12.3,8.8,3.9,3.7,0.0,10.6,25.6,-0.2,0.1,-0.1,-0.077,-5.3,0.4,-4.9,-0.1,2015,5,16,910.0,True,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,LSU,134555108,True,WAS
Anthony Tolliver,PF,29,PHO,24,272,7.8,0.522,0.838,0.081,2.4,15.5,8.9,5.2,0.7,0.3,12.6,14.2,0.1,0.2,0.2,0.04,-1.3,-1.2,-2.5,0.0,2015,6,16,910.0,True,1,2,1,2,3,1,2,0,2,3,3,0,3,4,2,1,0,5,2,1,1,3,1,8,3,8,2,2,1,2,Creighton,176326208,True,DET
Anthony Tolliver,PF,29,DET,52,1160,11.8,0.58,0.715,0.197,4.1,14.3,9.0,6.5,0.9,1.0,10.3,14.8,1.8,0.8,2.5,0.104,-0.4,-0.7,-1.1,0.3,2015,6,22,810.0,True,1,2,1,2,3,1,2,0,2,3,3,0,3,4,2,1,0,5,2,1,1,3,1,8,3,0,2,2,1,2,Creighton,176326208,False,
P.J. Tucker,SF,29,PHO,78,2383,12.5,0.541,0.423,0.24,5.2,18.0,11.5,7.4,2.2,0.7,12.7,13.9,2.2,2.7,4.9,0.098,-0.7,1.0,0.4,1.4,2015,3,16,910.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Texas,0,False,
Ronny Turiaf,C,32,MIN,2,19,4.3,0.0,0.0,0.0,0.0,6.2,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,-1.3,-1.8,-3.2,0.0,2015,9,29,625.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gonzaga,0,True,Retire
Hedo Türkoğlu,SF,35,LAC,62,705,10.5,0.602,0.7390000000000001,0.059,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,0.6,0.6,1.2,0.081,-0.1,-0.1,-0.2,0.3,2015,14,3,1600.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,Retire
Evan Turner,SG,26,BOS,82,2260,12.8,0.482,0.16,0.189,1.9,18.5,10.1,30.0,1.8,0.7,19.7,19.5,-0.3,2.8,2.5,0.054000000000000006,-1.8,0.8,-1.0,0.6,2015,4,15,1700.0,True,5,4,8,6,0,5,5,6,9,6,6,6,1,8,6,7,8,7,4,6,6,3,4,7,7,6,3,5,7,5,Ohio State,91133460,False,
Ekpe Udoh,PF,27,LAC,33,128,11.6,0.519,0.0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20.0,12.3,0.0,0.2,0.3,0.101,-3.9,2.7,-1.2,0.0,2015,4,3,1600.0,True,2,1,3,0,3,1,0,0,0,0,1,0,1,3,1,1,1,0,3,0,1,4,3,2,0,2,2,0,3,0,"Michigan, Baylor",113483838,True,Retire
Beno Udrih,PG,32,MEM,79,1494,15.4,0.55,0.192,0.202,1.5,9.4,5.5,24.0,1.6,0.4,13.9,19.6,2.0,1.6,3.6,0.115,0.3,0.3,0.5,0.9,2015,10,4,750.0,True,2,1,4,4,1,1,1,4,6,6,2,1,6,2,4,2,3,2,2,1,2,4,4,0,5,4,1,1,2,0,0,2155045712,True,MIA
Jonas Valančiūnas,C,22,TOR,80,2096,20.6,0.623,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,5.8,2.4,8.2,0.189,1.4,-0.9,0.5,1.3,2015,2,10,920.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,
Anderson Varejão,C,32,CLE,26,636,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2.0,13.7,18.1,1.2,0.7,1.9,0.145,0.6,0.0,0.6,0.4,2015,10,6,915.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,GSW
Greivis Vásquez,PG,28,TOR,82,1991,12.6,0.514,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,1.9,0.9,2.8,0.066,0.4,-1.4,-1.0,0.5,2015,4,10,920.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maryland,0,True,MIL
Charlie Villanueva,PF,30,DAL,64,678,17.4,0.534,0.61,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,0.6,0.7,1.4,0.096,2.7,-1.2,1.5,0.6,2015,9,9,1150.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UConn,0,False,
Noah Vonleh,PF,19,CHO,25,259,13.2,0.475,0.171,0.342,11.6,25.3,18.3,2.5,0.8,2.7,11.2,17.3,0.1,0.4,0.5,0.085,-2.1,-0.9,-3.1,-0.1,2015,0,21,725.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Indiana,0,True,POR
Nikola Vučević,C,24,ORL,74,2529,21.5,0.5479999999999999,0.005,0.181,10.4,26.0,18.1,11.0,1.1,1.7,10.2,26.0,4.5,2.5,7.0,0.133,2.0,-1.2,0.9,1.8,2015,3,25,875.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USC,0,False,
Dwyane Wade,SG,33,MIA,62,1971,21.4,0.534,0.094,0.341,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,2.1,1.4,3.5,0.086,3.5,-1.4,2.1,2.1,2015,11,20,1175.0,True,1,1,1,1,3,0,3,3,4,0,0,0,0,3,1,1,0,4,0,1,0,0,0,0,6,1,0,0,1,2,Marquette,33995409,False,
Dion Waiters,SG,23,CLE,33,786,12.2,0.468,0.251,0.175,1.8,6.5,4.2,15.6,2.9,1.0,12.0,24.0,-0.3,0.7,0.5,0.029,-2.6,0.0,-2.6,-0.1,2015,2,6,915.0,True,1,2,2,0,4,1,3,2,5,2,3,1,2,1,4,3,5,3,0,1,1,0,2,0,0,2,2,1,1,0,Syracuse,134653235,True,OKC
Dion Waiters,SG,23,OKC,47,1422,10.1,0.455,0.265,0.185,2.2,7.9,5.1,9.8,1.6,0.6,8.8,21.7,-0.3,1.0,0.7,0.023,-2.5,-1.2,-3.7,-0.6,2015,2,13,930.0,True,1,2,2,0,4,1,3,2,5,2,3,1,2,1,4,3,5,0,0,1,1,0,2,0,0,2,2,1,1,0,Syracuse,134653235,False,
Henry Walker,SF,27,MIA,24,628,8.0,0.4970000000000001,0.7859999999999999,0.107,1.4,14.0,7.8,7.2,2.0,1.2,12.0,15.0,-0.1,0.6,0.5,0.039,-2.5,0.4,-2.0,0.0,2015,4,20,1175.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kansas State,0,True,Retire
Kemba Walker,PG,24,CHO,62,2119,17.6,0.486,0.285,0.28800000000000003,1.8,9.9,5.7,27.1,2.2,1.2,8.3,25.9,1.8,2.6,4.5,0.101,1.7,0.6,2.3,2.3,2015,3,21,725.0,True,1,1,2,0,3,0,0,1,3,1,0,0,1,2,3,1,3,4,1,0,1,0,1,1,4,4,1,0,2,1,UConn,270689028,False,
John Wall,PG,24,WAS,79,2837,19.9,0.523,0.18600000000000005,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,3.6,4.2,7.8,0.132,2.6,1.0,3.6,4.0,2015,4,11,900.0,True,6,5,4,3,4,3,7,5,9,4,5,4,2,5,5,0,6,6,4,4,6,3,2,4,7,7,7,4,6,4,Kentucky,132389474,False,
Gerald Wallace,SF,32,BOS,32,286,6.2,0.431,0.08800000000000001,0.441,6.4,15.5,10.9,5.1,2.6,1.1,30.7,9.0,-0.3,0.4,0.1,0.014,-4.5,1.4,-3.1,-0.1,2015,13,15,1700.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alabama,0,True,Retire
T.J. Warren,SF,21,PHO,40,614,14.0,0.551,0.098,0.08900000000000001,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,0.7,0.4,1.1,0.085,-0.6,-0.4,-0.9,0.2,2015,0,16,910.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC State,0,False,
C.J. Watson,PG,30,IND,57,1422,15.4,0.581,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,2.2,1.8,4.0,0.135,0.6,0.8,1.3,1.2,2015,7,18,830.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tennessee,0,True,ORL
David Wear,PF,24,SAC,2,7,2.4,0.0,0.5,0.0,33.6,0.0,16.2,18.8,0.0,0.0,0.0,12.6,0.0,0.0,0.0,-0.11,-3.2,-6.2,-9.4,0.0,2015,0,24,800.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UNC, UCLA",0,True,Retire
Travis Wear,SF,24,NYK,51,672,8.5,0.451,0.14400000000000002,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-0.5,0.2,-0.3,-0.02,-3.4,-2.1,-5.5,-0.6,2015,0,28,2500.0,True,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"UNC, UCLA",403144315,True,Retire
Martell Webster,SF,28,WAS,32,352,5.9,0.445,0.473,0.703,3.3,11.3,7.4,6.7,1.0,0.2,15.6,18.2,-0.3,0.3,0.0,0.0,-4.4,-1.2,-5.6,-0.3,2015,9,11,900.0,True,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,95556133,True,Retire
David West,PF,34,IND,66,1895,16.0,0.508,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2.0,13.7,21.0,1.4,2.8,4.3,0.108,0.3,1.3,1.6,1.7,2015,11,18,830.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xavier,0,True,SAS
Russell Westbrook,PG,26,OKC,67,2302,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47.0,3.0,0.5,14.3,38.4,7.5,3.2,10.6,0.222,6.9,1.2,8.1,5.8,2015,6,13,930.0,True,2,0,3,3,0,2,2,2,7,2,2,4,1,4,2,4,3,0,0,3,3,2,1,4,7,3,1,1,3,4,UCLA,35982046,False,
Hassan Whiteside,C,25,MIA,48,1142,26.2,0.619,0.0,0.403,15.6,34.7,25.4,1.0,1.2,9.2,11.3,21.1,2.8,2.4,5.3,0.221,2.5,1.6,4.1,1.8,2015,2,20,1175.0,True,0,1,2,0,3,0,2,2,0,0,3,2,0,3,1,2,3,1,1,0,2,1,0,0,1,2,0,1,3,5,Marshall,149308566,False,
Shayne Whittington,PF,23,IND,20,108,20.0,0.547,0.14300000000000002,0.5479999999999999,10.3,19.3,14.8,9.6,2.4,1.5,8.8,23.9,0.3,0.2,0.4,0.2,-0.3,0.7,0.4,0.1,2015,0,18,830.0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Western Michigan,0,False,
Andrew Wiggins,SF,19,MIN,82,2969,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0.0,2.1,0.034,-0.4,-2.0,-2.4,-0.3,2015,0,29,625.0,True,1,2,0,0,0,1,0,0,1,1,0,0,1,0,3,1,1,2,1,0,1,1,0,1,3,0,0,2,0,0,Kansas,231209225,False,
